customer_id,age,gender,country,device_type,session_duration,pages_visited,products_viewed,cart_additions,purchases,total_spent,last_purchase_days,membership_status,discount_used,churn
322,51,Female,South Africa,Mobile,106,36,26,12,7,3608.06,286,Basic,Yes,0
323,38,Male,South Africa,Tablet,16,13,5,5,8,1293.19,353,Basic,Yes,0
324,47,Female,Nigeria,Tablet,102,46,6,5,4,3599.75,280,Premium,No,0
325,50,Male,Kenya,Mobile,60,3,17,11,6,150.33,270,Premium,No,0
326,45,Male,Nigeria,Desktop,66,10,11,7,2,1882.85,292,Basic,Yes,1
327,64,Male,South Africa,Tablet,66,38,16,7,9,3137.5,203,Basic,Yes,0
328,50,Male,Nigeria,Mobile,90,1,12,5,3,739.02,24,Premium,Yes,0
329,22,Female,Nigeria,Desktop,13,27,15,2,9,4116.79,351,Basic,Yes,0
330,36,Female,Nigeria,Tablet,56,46,23,4,8,1182.81,311,Premium,Yes,0
331,21,Female,Kenya,Desktop,111,8,4,1,9,3264.88,208,Basic,Yes,0
332,52,Male,Ghana,Desktop,31,46,27,14,9,2031.93,280,Premium,Yes,0
333,34,Female,Ghana,Desktop,34,42,18,13,0,2984.26,205,Premium,No,1
334,61,Female,Nigeria,Desktop,39,17,21,4,1,546.18,152,Premium,Yes,0
335,45,Female,Ghana,Tablet,67,9,28,13,4,94.39,26,Basic,No,0
336,47,Male,Ghana,Tablet,8,6,3,8,2,4548.73,194,Basic,No,1
337,46,Male,Nigeria,Tablet,87,43,22,9,1,1355.45,336,Basic,Yes,1
338,63,Male,Nigeria,Mobile,78,25,8,0,0,4100.19,238,Basic,Yes,1
339,23,Female,South Africa,Tablet,55,39,23,9,9,4996.76,321,Premium,No,0
340,52,Female,Ghana,Desktop,27,49,3,4,2,1065.04,75,Premium,Yes,0
341,58,Female,Kenya,Tablet,118,28,8,11,0,1333.2,163,Premium,Yes,0
342,54,Male,Nigeria,Desktop,93,33,18,5,0,3317.67,299,Basic,No,1
343,41,Male,South Africa,Mobile,103,37,10,13,0,4827.59,29,Basic,No,0
344,46,Female,Kenya,Desktop,53,9,25,10,7,4579.91,165,Basic,No,0
345,63,Male,Ghana,Desktop,39,18,20,6,2,2519.35,337,Premium,Yes,1
346,48,Male,South Africa,Desktop,65,21,17,8,0,3977.6,186,Basic,Yes,1
347,52,Male,Nigeria,Mobile,17,2,8,5,6,687.37,54,Basic,No,0
348,50,Male,Kenya,Tablet,105,43,23,4,9,4887.42,295,Premium,Yes,0
349,38,Female,Nigeria,Tablet,30,38,11,11,2,4822.12,42,Premium,No,0
350,49,Male,Ghana,Mobile,53,40,29,6,7,827.01,285,Basic,Yes,0
351,40,Male,Kenya,Desktop,13,36,5,12,3,1504.12,138,Premium,No,0
352,50,Male,Ghana,Tablet,21,43,26,0,3,509.77,187,Basic,Yes,0
353,20,Male,Ghana,Mobile,19,37,13,10,4,1365.87,204,Premium,No,0
354,35,Female,South Africa,Tablet,53,15,21,13,5,4081.62,42,Premium,Yes,0
355,42,Female,Nigeria,Mobile,19,28,23,4,6,1897.79,350,Premium,Yes,0
356,59,Male,Kenya,Desktop,57,18,5,14,3,451.1,288,Basic,No,0
357,48,Male,Ghana,Tablet,25,34,24,1,7,1717.71,26,Basic,Yes,0
358,20,Male,Ghana,Mobile,86,22,27,3,5,4907.1,56,Basic,Yes,0
359,57,Male,Kenya,Tablet,31,11,13,6,0,3152.12,253,Premium,No,1
360,63,Male,Ghana,Tablet,81,13,6,4,0,2086.64,122,Premium,Yes,0
361,41,Male,South Africa,Tablet,55,4,29,11,8,841.03,106,Premium,Yes,0
362,49,Female,South Africa,Tablet,23,22,5,5,9,4931.02,130,Premium,Yes,0
363,64,Male,South Africa,Mobile,32,7,9,1,5,4106.04,337,Basic,No,0
364,39,Female,South Africa,Desktop,62,43,27,2,9,1414.57,158,Basic,No,0
365,40,Female,Ghana,Mobile,74,24,16,6,7,359.64,231,Basic,No,0
366,19,Male,Kenya,Mobile,10,4,2,10,6,292.56,308,Premium,No,0
367,44,Female,Kenya,Mobile,100,28,1,1,5,610.69,91,Premium,No,0
368,59,Female,Kenya,Desktop,72,15,8,11,3,2908.04,22,Basic,Yes,0
369,19,Female,Kenya,Tablet,54,1,28,5,6,4644.53,290,Premium,Yes,0
370,43,Female,Nigeria,Tablet,52,3,19,4,8,2488.75,110,Basic,No,0
371,34,Female,Kenya,Tablet,20,14,11,9,9,4216.3,49,Premium,Yes,0
372,57,Female,Nigeria,Desktop,32,38,28,0,9,2234.97,129,Premium,Yes,0
373,50,Male,Nigeria,Tablet,114,1,12,11,6,3545.83,73,Basic,Yes,0
374,26,Female,South Africa,Desktop,14,38,12,10,0,3662.04,340,Basic,Yes,1
375,60,Female,Nigeria,Tablet,50,38,7,14,9,878.08,53,Premium,No,0
376,56,Female,Ghana,Tablet,28,21,26,9,8,1812.47,356,Basic,No,0
377,46,Male,Nigeria,Mobile,110,48,13,10,3,3190.14,168,Basic,Yes,0
378,59,Female,South Africa,Desktop,116,29,27,3,2,362.78,45,Premium,Yes,0
379,43,Male,Nigeria,Mobile,53,5,8,10,3,1814.09,105,Premium,No,0
380,52,Female,Ghana,Mobile,24,49,29,1,3,2678.65,150,Premium,Yes,0
381,42,Male,Ghana,Mobile,79,10,29,3,9,4981.16,146,Basic,Yes,0
382,41,Male,Ghana,Desktop,22,28,22,0,1,2377.92,204,Premium,Yes,1
383,30,Female,South Africa,Desktop,30,21,28,1,0,4082.12,362,Premium,No,1
384,24,Female,South Africa,Tablet,63,7,26,12,9,2166.02,299,Premium,No,0
385,53,Male,Kenya,Mobile,4,3,9,7,0,3983.99,167,Premium,Yes,0
386,62,Female,South Africa,Tablet,77,45,7,5,7,2981.12,201,Premium,Yes,0
387,37,Male,Ghana,Mobile,59,47,26,1,1,4434.11,134,Basic,Yes,0
388,18,Male,Ghana,Desktop,87,20,21,11,9,2060.6,211,Premium,Yes,0
389,25,Male,South Africa,Desktop,8,19,24,14,4,3025.48,48,Premium,Yes,0
390,63,Male,Nigeria,Desktop,82,35,15,5,3,3153.79,126,Basic,Yes,0
391,33,Male,South Africa,Mobile,12,4,2,9,7,2092.74,239,Premium,No,0
392,31,Female,South Africa,Desktop,119,5,23,8,1,730.12,7,Premium,No,0
393,29,Male,Ghana,Mobile,31,1,20,6,9,476.86,272,Basic,Yes,0
394,40,Male,Kenya,Tablet,78,4,25,8,8,93.19,37,Premium,No,0
395,32,Female,Ghana,Mobile,34,12,12,4,6,4368.94,211,Basic,Yes,0
396,45,Male,Kenya,Tablet,82,27,1,6,6,1190.01,165,Premium,Yes,0
397,51,Female,Ghana,Mobile,98,42,23,10,0,1065.42,125,Basic,No,0
398,19,Female,South Africa,Tablet,75,23,22,14,1,3682.82,337,Basic,No,1
399,49,Female,Ghana,Desktop,105,25,8,13,3,1606.88,192,Premium,Yes,0
400,40,Male,Ghana,Tablet,76,21,5,6,3,2535.16,218,Basic,Yes,0
401,39,Male,Ghana,Desktop,49,24,15,11,2,820.93,214,Basic,No,1
402,42,Male,South Africa,Desktop,79,25,1,11,6,4799.13,62,Premium,No,0
403,39,Female,South Africa,Tablet,57,45,1,2,7,4259.39,328,Premium,Yes,0
404,39,Male,South Africa,Mobile,95,46,25,6,1,4320.31,161,Basic,Yes,0
405,59,Female,South Africa,Mobile,113,32,10,0,3,2039.8,66,Premium,Yes,0
406,23,Male,Kenya,Mobile,93,32,22,8,2,3814.18,286,Basic,No,1
407,32,Female,Kenya,Mobile,26,5,10,9,1,727.94,239,Basic,Yes,1
408,60,Male,Nigeria,Mobile,18,36,21,12,5,53.01,20,Premium,No,0
409,54,Male,South Africa,Desktop,96,46,15,5,3,109.66,188,Premium,Yes,0
410,50,Male,Kenya,Mobile,86,42,17,4,5,2937.14,82,Basic,No,0
411,25,Female,Ghana,Desktop,38,49,22,6,1,2282.42,363,Premium,No,1
412,61,Female,South Africa,Desktop,81,42,6,4,3,2594.9,202,Premium,No,0
413,61,Male,Nigeria,Desktop,87,39,3,9,5,47.24,132,Basic,No,0
414,22,Male,Nigeria,Tablet,88,16,13,4,4,2119.21,37,Basic,Yes,0
415,56,Female,Nigeria,Tablet,50,33,16,10,2,3593.16,132,Basic,No,0
416,21,Female,Ghana,Desktop,8,49,8,9,7,2219.04,77,Basic,No,0
417,23,Female,Kenya,Tablet,41,21,15,10,6,3663.77,89,Basic,No,0
418,62,Male,Ghana,Mobile,6,9,17,6,2,1172.76,253,Basic,Yes,1
419,49,Female,South Africa,Mobile,69,6,17,9,5,4067.58,344,Premium,Yes,0
420,47,Male,Nigeria,Desktop,44,45,22,14,3,2946.27,194,Basic,Yes,0
421,64,Female,Ghana,Mobile,64,35,26,6,4,1061.71,176,Premium,Yes,0
422,52,Male,Ghana,Desktop,29,39,13,12,4,1191.24,33,Premium,Yes,0
423,57,Female,Kenya,Desktop,28,22,17,10,6,3143.87,58,Basic,Yes,0
424,33,Female,Kenya,Mobile,11,41,6,14,4,4151.4,201,Premium,No,0
425,30,Female,Nigeria,Tablet,65,5,17,2,2,2083.98,28,Basic,No,0
426,59,Female,Ghana,Mobile,107,42,16,2,9,1298.92,35,Premium,No,0
427,47,Female,Ghana,Mobile,19,23,14,9,4,4336.39,125,Basic,Yes,0
428,36,Male,Kenya,Desktop,9,17,13,11,6,3349.65,321,Basic,No,0
429,34,Female,Ghana,Desktop,27,12,6,12,4,2245.95,42,Basic,No,0
430,36,Female,Ghana,Desktop,34,23,3,14,4,2444.62,85,Basic,Yes,0
431,45,Female,Ghana,Desktop,44,16,14,2,8,1029.24,188,Premium,No,0
432,43,Male,Kenya,Tablet,68,3,14,5,2,3137.75,111,Premium,Yes,0
433,54,Female,Nigeria,Tablet,100,30,15,11,5,1800.13,271,Premium,No,0
434,43,Male,South Africa,Tablet,82,22,8,14,0,4978.27,325,Premium,Yes,1
435,40,Female,Nigeria,Desktop,15,9,29,5,9,2406.12,105,Premium,Yes,0
436,26,Female,South Africa,Desktop,51,29,15,12,4,2434.57,320,Basic,Yes,0
437,29,Male,Ghana,Desktop,13,47,22,12,7,2833.6,41,Basic,No,0
438,18,Female,Nigeria,Tablet,83,37,29,2,4,4584.61,215,Basic,No,0
439,18,Male,South Africa,Desktop,49,23,27,2,8,4006.08,71,Basic,Yes,0
440,64,Male,Kenya,Mobile,70,13,13,7,5,2261.14,56,Basic,Yes,0
441,51,Female,Kenya,Mobile,112,32,17,7,7,3596.31,236,Premium,No,0
442,49,Male,Nigeria,Desktop,56,46,21,6,9,2935.32,281,Basic,No,0
443,42,Female,Nigeria,Mobile,76,47,24,9,7,2466.91,105,Basic,Yes,0
444,57,Female,Ghana,Mobile,51,48,3,3,2,969.66,162,Premium,No,0
445,62,Male,Nigeria,Tablet,37,23,28,14,6,2325.04,191,Premium,No,0
446,18,Male,Ghana,Desktop,17,45,6,3,6,1236.63,9,Basic,No,0
447,33,Male,Ghana,Desktop,58,17,5,2,9,4575.06,60,Basic,Yes,0
448,56,Male,Kenya,Tablet,87,40,22,4,5,1683.68,305,Premium,Yes,0
449,22,Female,Kenya,Mobile,90,21,26,2,6,4761.8,225,Basic,No,0
450,39,Female,South Africa,Mobile,29,2,17,12,1,2669.95,307,Basic,Yes,1
451,46,Male,Kenya,Desktop,33,37,23,7,8,3161.41,188,Basic,No,0
452,20,Female,Kenya,Mobile,60,6,25,6,9,2719.27,70,Premium,No,0
453,29,Female,Nigeria,Tablet,91,44,2,12,9,655.61,293,Basic,Yes,0
454,43,Female,Kenya,Tablet,89,18,26,2,0,1885.35,287,Basic,Yes,1
455,33,Female,South Africa,Desktop,55,30,15,8,0,504.74,169,Premium,Yes,0
456,54,Male,Nigeria,Tablet,10,22,5,11,2,3118.54,62,Premium,No,0
457,39,Male,South Africa,Tablet,47,33,26,13,2,2239.9,349,Premium,No,1
458,46,Female,Kenya,Desktop,23,30,20,12,0,3892.15,14,Basic,Yes,0
459,31,Male,South Africa,Tablet,85,17,6,4,6,1110.15,164,Premium,Yes,0
460,45,Male,Nigeria,Tablet,21,43,6,8,3,831.18,245,Basic,Yes,0
461,22,Male,Ghana,Tablet,107,32,27,6,9,2037.6,335,Premium,No,0
462,64,Female,South Africa,Mobile,13,42,18,14,1,4633.66,8,Basic,No,0
463,47,Female,South Africa,Desktop,101,14,18,6,9,3555.0,154,Premium,No,0
464,63,Female,Nigeria,Desktop,33,10,4,5,4,2100.43,36,Basic,Yes,0
465,22,Male,Nigeria,Desktop,24,47,17,1,5,2591.19,48,Basic,Yes,0
466,29,Female,South Africa,Mobile,108,36,25,8,8,430.22,85,Premium,No,0
467,33,Female,Kenya,Mobile,11,34,14,5,3,4923.03,28,Premium,Yes,0
468,43,Male,South Africa,Desktop,17,9,14,7,1,3335.37,196,Basic,Yes,1
469,43,Female,Nigeria,Mobile,68,42,13,0,4,1434.17,208,Premium,Yes,0
470,38,Female,Ghana,Desktop,47,28,7,4,2,2933.18,204,Basic,Yes,1
471,56,Male,Ghana,Mobile,25,11,12,11,1,556.32,307,Premium,No,1
472,53,Male,Kenya,Tablet,94,14,23,0,0,4829.52,104,Premium,Yes,0
473,50,Male,South Africa,Tablet,73,39,15,9,9,882.18,230,Basic,No,0
474,47,Female,Ghana,Desktop,21,47,19,10,1,3243.67,101,Premium,No,0
475,54,Female,South Africa,Mobile,84,19,11,13,5,1234.82,29,Premium,Yes,0
476,40,Female,Nigeria,Mobile,83,15,15,7,7,3590.63,127,Basic,No,0
477,27,Male,Ghana,Tablet,83,28,12,7,2,3886.34,338,Basic,No,1
478,22,Male,Kenya,Tablet,12,24,3,0,8,3370.36,10,Premium,Yes,0
479,53,Female,Nigeria,Mobile,37,8,17,8,8,3076.35,106,Basic,No,0
480,51,Female,Kenya,Mobile,42,43,3,1,1,4463.42,167,Premium,No,0
481,48,Male,Nigeria,Mobile,17,9,19,11,7,402.35,257,Premium,No,0
482,27,Male,Ghana,Mobile,101,47,20,8,9,1661.26,295,Basic,No,0
483,36,Male,Kenya,Mobile,118,33,4,0,4,1248.95,277,Basic,No,0
484,49,Male,Kenya,Mobile,48,33,3,11,3,4940.19,65,Basic,No,0
485,18,Female,Nigeria,Desktop,103,19,26,9,9,1953.06,271,Basic,No,0
486,22,Male,Kenya,Mobile,28,3,16,13,4,3665.74,188,Basic,No,0
487,62,Female,Nigeria,Tablet,41,10,12,13,3,3426.78,317,Basic,Yes,0
488,21,Female,Nigeria,Desktop,99,40,8,8,7,1068.29,138,Premium,Yes,0
489,33,Female,Nigeria,Mobile,47,47,24,3,3,1202.6,343,Premium,Yes,0
490,41,Male,Nigeria,Tablet,112,42,29,8,9,1413.61,105,Basic,No,0
491,33,Male,Ghana,Desktop,18,1,29,6,5,2061.53,34,Premium,No,0
492,19,Male,Nigeria,Tablet,78,29,17,10,1,1179.28,110,Premium,No,0
493,45,Male,South Africa,Mobile,99,34,7,5,4,108.06,33,Premium,Yes,0
494,49,Female,Kenya,Mobile,108,13,11,14,5,4398.17,354,Premium,Yes,0
495,44,Male,South Africa,Mobile,105,1,18,4,4,4828.39,231,Basic,Yes,0
496,37,Male,Ghana,Mobile,71,34,1,10,1,1714.44,317,Premium,No,1
497,41,Female,South Africa,Desktop,105,29,3,8,6,1699.15,266,Premium,Yes,0
498,29,Male,Kenya,Desktop,13,48,4,1,3,45.39,182,Basic,Yes,0
499,52,Female,South Africa,Tablet,82,47,13,13,7,3404.45,340,Basic,No,0
500,50,Female,Ghana,Mobile,101,13,6,12,6,4128.95,65,Basic,Yes,0
501,50,Female,Nigeria,Tablet,13,48,26,10,6,741.58,333,Basic,No,0
502,60,Female,South Africa,Desktop,100,49,14,13,8,806.74,1,Premium,Yes,0
503,54,Female,Ghana,Mobile,31,29,5,11,0,3952.52,133,Basic,No,0
504,29,Female,Ghana,Mobile,2,39,16,1,9,3085.29,80,Premium,No,0
505,20,Female,Kenya,Desktop,16,24,15,10,5,233.85,271,Premium,No,0
506,18,Female,Kenya,Desktop,9,26,15,11,5,3116.51,241,Basic,No,0
507,50,Male,South Africa,Desktop,73,17,4,14,5,1551.5,28,Basic,No,0
508,57,Male,Nigeria,Desktop,38,7,8,8,5,1849.94,223,Basic,Yes,0
509,27,Male,Ghana,Desktop,75,13,27,11,9,3850.96,23,Basic,No,0
510,60,Male,South Africa,Mobile,54,5,16,2,6,4056.57,109,Basic,No,0
511,61,Female,Ghana,Desktop,56,26,28,7,9,2007.78,107,Basic,No,0
512,46,Male,Ghana,Mobile,86,49,16,10,5,4736.29,145,Premium,No,0
513,30,Female,Nigeria,Mobile,97,3,4,14,0,2038.25,354,Premium,Yes,1
514,29,Male,Nigeria,Desktop,100,7,13,8,2,3861.46,139,Premium,No,0
515,48,Male,South Africa,Desktop,109,49,26,7,1,2424.55,284,Premium,Yes,1
516,63,Male,Nigeria,Mobile,87,39,28,3,5,4488.69,298,Basic,No,0
517,19,Female,Nigeria,Desktop,45,1,13,11,7,4539.73,99,Basic,No,0
518,52,Male,South Africa,Desktop,109,49,2,0,2,446.21,317,Premium,Yes,1
519,40,Female,Nigeria,Desktop,34,17,3,3,9,4683.1,123,Premium,Yes,0
520,34,Female,Kenya,Tablet,9,43,22,13,7,4129.42,320,Premium,Yes,0
521,43,Male,Ghana,Mobile,88,25,8,8,7,3958.64,287,Basic,No,0
522,25,Male,Ghana,Tablet,8,3,24,1,4,1012.55,81,Basic,Yes,0
523,46,Male,Ghana,Desktop,7,15,15,2,7,4027.54,10,Basic,No,0
524,43,Female,Ghana,Tablet,36,29,11,9,5,4252.16,8,Premium,Yes,0
525,27,Male,South Africa,Desktop,18,43,9,7,4,1452.86,205,Premium,Yes,0
526,43,Female,Ghana,Tablet,3,32,7,5,8,4761.78,315,Basic,No,0
527,51,Female,Ghana,Desktop,28,26,13,7,6,258.8,197,Basic,Yes,0
528,58,Male,Ghana,Tablet,70,16,2,6,7,758.05,198,Premium,Yes,0
529,24,Male,Ghana,Tablet,108,25,8,13,0,2692.53,30,Premium,No,0
530,21,Female,Kenya,Tablet,44,28,7,12,1,2883.2,20,Basic,No,0
531,62,Female,Ghana,Mobile,21,9,24,12,7,3229.3,48,Premium,No,0
532,28,Female,Kenya,Tablet,28,1,12,4,8,94.68,130,Basic,Yes,0
533,46,Male,South Africa,Mobile,104,29,19,8,3,4802.23,293,Basic,Yes,0
534,53,Female,Nigeria,Desktop,54,22,7,3,9,232.49,132,Premium,Yes,0
535,42,Male,Ghana,Tablet,54,16,10,5,9,723.88,356,Premium,Yes,0
536,38,Female,Nigeria,Desktop,65,41,29,1,8,79.93,54,Premium,Yes,0
537,53,Female,Nigeria,Desktop,100,44,25,14,3,2838.62,281,Basic,No,0
538,27,Male,South Africa,Tablet,21,41,16,1,9,4662.01,265,Premium,Yes,0
539,54,Female,Nigeria,Mobile,107,7,3,1,9,3333.08,215,Premium,No,0
540,26,Male,Kenya,Tablet,99,14,10,9,9,4115.06,290,Basic,Yes,0
541,41,Male,Nigeria,Desktop,13,29,6,6,8,76.27,43,Basic,No,0
542,52,Female,Nigeria,Desktop,57,19,18,12,6,2714.66,74,Premium,Yes,0
543,52,Male,Nigeria,Tablet,49,19,18,1,1,2303.22,350,Basic,Yes,1
544,53,Male,Ghana,Mobile,118,2,5,14,8,2499.85,278,Basic,No,0
545,35,Female,Ghana,Mobile,54,41,21,14,3,370.34,326,Basic,Yes,0
546,56,Male,Kenya,Desktop,10,45,29,11,7,3425.33,242,Premium,No,0
547,49,Male,Kenya,Desktop,53,15,7,14,6,2521.07,130,Premium,Yes,0
548,41,Male,Ghana,Mobile,44,3,28,12,6,3828.09,350,Basic,Yes,0
549,40,Female,Kenya,Tablet,47,11,2,1,7,2431.6,194,Basic,No,0
550,49,Male,Ghana,Desktop,53,46,11,14,0,755.41,32,Basic,Yes,0
551,54,Female,South Africa,Mobile,74,30,13,8,4,3244.8,106,Premium,No,0
552,29,Female,Nigeria,Desktop,46,40,23,6,1,870.21,204,Basic,Yes,1
553,30,Male,Nigeria,Tablet,13,18,5,10,1,4363.25,1,Basic,Yes,0
554,40,Male,Kenya,Mobile,37,48,6,2,0,3069.45,245,Premium,Yes,1
555,42,Male,Ghana,Desktop,102,2,24,2,4,794.45,72,Basic,Yes,0
556,52,Female,Ghana,Tablet,24,32,26,6,1,4812.07,306,Premium,Yes,1
557,58,Male,Kenya,Desktop,2,8,29,4,3,2596.64,15,Premium,Yes,0
558,47,Male,Ghana,Tablet,86,22,14,9,2,373.76,53,Premium,Yes,0
559,34,Male,South Africa,Tablet,81,6,12,13,2,3137.9,8,Basic,No,0
560,37,Male,Nigeria,Mobile,100,12,4,13,1,1273.46,330,Basic,Yes,1
561,42,Male,Kenya,Tablet,14,47,29,5,5,4020.43,46,Premium,Yes,0
562,39,Female,Kenya,Desktop,10,40,23,12,1,4090.93,325,Basic,Yes,1
563,30,Female,Ghana,Tablet,35,36,6,11,7,4894.95,114,Premium,No,0
564,36,Male,Kenya,Tablet,25,15,10,7,7,2514.33,147,Basic,No,0
565,53,Male,South Africa,Mobile,3,28,18,8,4,2280.23,166,Premium,Yes,0
566,29,Male,Ghana,Tablet,111,49,15,0,9,3769.84,139,Premium,Yes,0
567,58,Male,Ghana,Tablet,102,45,8,2,6,671.03,117,Basic,Yes,0
568,36,Female,Ghana,Desktop,17,18,26,10,3,2739.11,299,Basic,No,0
569,29,Male,Ghana,Mobile,12,2,9,6,0,2735.78,276,Basic,Yes,1
570,26,Female,South Africa,Mobile,54,13,5,5,1,456.47,277,Basic,No,1
571,24,Female,Ghana,Mobile,116,45,10,6,9,2095.74,338,Premium,Yes,0
572,45,Male,Kenya,Tablet,24,15,20,7,9,4267.89,313,Premium,No,0
573,31,Female,South Africa,Mobile,29,20,6,5,3,4282.21,178,Basic,No,0
574,48,Female,Nigeria,Tablet,43,29,16,2,0,505.2,330,Basic,Yes,1
575,36,Female,Nigeria,Tablet,25,42,24,1,7,462.7,354,Premium,Yes,0
576,64,Female,Kenya,Desktop,100,29,27,11,8,1320.85,154,Basic,Yes,0
577,33,Male,Kenya,Desktop,60,3,3,6,3,4375.08,201,Basic,Yes,0
578,22,Male,South Africa,Desktop,90,19,10,11,9,653.22,115,Basic,Yes,0
579,52,Female,Nigeria,Desktop,102,3,11,11,2,3602.78,159,Basic,Yes,0
580,29,Male,Nigeria,Desktop,65,14,11,11,1,514.82,42,Premium,Yes,0
581,42,Male,Nigeria,Tablet,84,40,17,10,4,3119.46,247,Premium,No,0
582,38,Male,Nigeria,Tablet,119,4,4,0,2,1786.78,68,Basic,Yes,0
583,53,Male,Nigeria,Mobile,28,11,4,2,9,3946.68,326,Premium,Yes,0
584,40,Male,Ghana,Tablet,16,31,17,11,6,1176.12,334,Basic,No,0
585,33,Female,Kenya,Tablet,47,43,9,10,5,3199.62,196,Basic,Yes,0
586,56,Male,Ghana,Desktop,81,32,19,3,0,1186.06,90,Basic,Yes,0
587,62,Male,Nigeria,Tablet,104,27,5,12,7,3571.16,111,Premium,Yes,0
588,59,Male,South Africa,Desktop,92,30,22,13,1,4369.65,359,Premium,Yes,1
589,56,Male,South Africa,Mobile,58,43,24,0,4,642.74,145,Premium,No,0
590,31,Female,Nigeria,Mobile,76,2,6,4,8,4334.31,275,Premium,No,0
591,48,Female,Nigeria,Tablet,27,49,3,9,7,2971.94,179,Premium,Yes,0
592,22,Female,South Africa,Mobile,118,9,22,2,1,644.28,241,Basic,Yes,1
593,52,Female,Ghana,Tablet,53,28,1,1,8,2143.43,326,Basic,No,0
594,40,Male,Ghana,Mobile,42,31,20,14,4,812.69,319,Premium,Yes,0
595,46,Female,Nigeria,Desktop,59,34,22,2,9,3504.74,331,Premium,No,0
596,60,Male,Ghana,Desktop,47,15,16,7,5,3796.75,153,Premium,No,0
597,28,Male,South Africa,Desktop,94,48,23,5,2,537.92,104,Basic,No,0
598,35,Male,Ghana,Desktop,105,25,11,12,2,2535.64,75,Premium,Yes,0
599,64,Male,Nigeria,Tablet,34,36,13,13,9,4074.98,128,Basic,Yes,0
600,29,Male,South Africa,Mobile,37,8,27,6,7,4681.45,199,Basic,Yes,0
601,26,Female,Ghana,Tablet,6,9,10,11,9,2572.45,154,Premium,No,0
602,27,Female,Kenya,Desktop,7,37,3,5,9,4751.89,56,Basic,Yes,0
603,61,Female,South Africa,Tablet,96,48,9,5,1,2683.09,278,Basic,Yes,1
604,34,Female,South Africa,Mobile,96,45,28,11,1,1977.01,345,Premium,No,1
605,55,Male,Kenya,Tablet,117,39,12,2,4,4242.53,19,Basic,Yes,0
606,24,Female,Kenya,Mobile,25,32,23,11,5,2469.98,159,Premium,Yes,0
607,63,Male,South Africa,Tablet,33,17,14,12,1,2364.79,26,Basic,Yes,0
608,30,Female,Kenya,Mobile,55,35,1,13,4,2456.66,169,Premium,No,0
609,57,Male,Nigeria,Mobile,58,37,18,7,6,4235.46,23,Premium,Yes,0
610,59,Male,Nigeria,Desktop,7,19,17,11,9,4161.39,47,Basic,No,0
611,26,Female,Nigeria,Mobile,116,44,27,6,9,2023.56,13,Premium,No,0
612,44,Male,South Africa,Desktop,57,29,9,6,7,1673.17,217,Basic,No,0
613,19,Male,Kenya,Desktop,12,7,9,5,6,2464.72,322,Basic,Yes,0
614,22,Female,Kenya,Desktop,16,28,23,4,7,2868.13,194,Premium,Yes,0
615,46,Male,Ghana,Tablet,80,9,10,9,8,1199.3,144,Basic,Yes,0
616,54,Female,Ghana,Tablet,43,28,19,7,4,3971.84,73,Premium,No,0
617,55,Female,Kenya,Tablet,117,6,29,4,4,2437.55,156,Basic,No,0
618,36,Female,Kenya,Tablet,100,29,15,8,9,1676.89,77,Basic,Yes,0
619,25,Male,Kenya,Mobile,77,17,5,8,3,543.04,169,Premium,No,0
620,62,Male,South Africa,Mobile,7,16,15,0,8,1201.84,287,Basic,Yes,0
621,18,Male,Kenya,Tablet,100,23,20,5,4,4746.91,85,Basic,Yes,0
622,39,Female,Ghana,Mobile,111,31,23,6,1,1532.45,182,Basic,Yes,1
623,34,Male,South Africa,Mobile,51,3,25,2,9,852.61,315,Basic,Yes,0
624,24,Female,Kenya,Desktop,73,21,28,6,7,2308.76,297,Basic,Yes,0
625,42,Female,Ghana,Desktop,32,26,2,10,6,1542.37,112,Basic,Yes,0
626,62,Male,South Africa,Desktop,75,36,13,10,7,185.44,230,Basic,Yes,0
627,21,Female,Kenya,Desktop,8,42,24,6,2,1622.49,96,Basic,No,0
628,53,Male,Kenya,Mobile,97,37,16,13,3,2725.1,168,Premium,Yes,0
629,23,Male,Kenya,Tablet,87,22,15,12,4,2763.04,156,Basic,No,0
630,48,Male,South Africa,Mobile,89,42,25,10,5,1789.23,105,Basic,No,0
631,36,Male,Ghana,Mobile,72,12,10,1,0,2242.04,193,Premium,Yes,1
632,61,Male,Ghana,Mobile,45,42,14,6,3,4827.93,330,Premium,No,0
633,56,Female,Nigeria,Desktop,86,13,10,14,9,1892.97,132,Premium,No,0
634,44,Female,Kenya,Desktop,59,11,25,0,4,1298.55,355,Basic,No,0
635,27,Female,Nigeria,Desktop,4,16,14,4,6,1224.9,138,Premium,Yes,0
636,43,Male,Nigeria,Tablet,104,8,26,8,4,2294.25,331,Premium,Yes,0
637,36,Male,Ghana,Mobile,67,40,23,6,0,3800.01,270,Basic,Yes,1
638,56,Male,South Africa,Tablet,29,40,9,6,6,1037.88,38,Basic,Yes,0
639,20,Female,South Africa,Desktop,105,45,25,10,7,3549.39,45,Premium,Yes,0
640,62,Male,Ghana,Tablet,29,2,14,12,6,115.54,163,Premium,No,0
641,30,Female,South Africa,Mobile,98,30,3,11,3,2100.48,331,Basic,No,0
642,45,Female,Nigeria,Mobile,98,30,20,1,7,3881.57,253,Basic,Yes,0
643,37,Male,Kenya,Desktop,28,12,16,7,4,1700.28,169,Basic,No,0
